Name,data01,data02,data03,data04,data05,data06,data07,data08,data09,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57
Hydroxyazaperone,4788289.866,37123700.87,54566244.55,26623264,28913470.11,79115081.24,28000586.11,25194453.99,7242625.546,47381589.15,25043409.85,11899280.32,44011558.82,23512055.76,37693423.82,33180229.81,42274612.62,5553122.001,3690611.62,3571547.028,20969038.13,844218.8368,9480500.218,20234382.07,66448540.62,22818240.28,47053214.58,19315050.07,7353374.454,20692989.67,16648154.58,22669760.17,11148406.11,3009236.501,7386245.906,6169401.631,6471392.304,14885107.57,241342.6164,2693682.401,8235813.908,2258460.924,932179.3058,11421898.38,8509225.449,3458911.22,8521658.872,10394138.69,6101737.03,2873614.303,12662654.9,8144403.644,3572244.107,3644328.546,3326881.359,3302615.116,8035519.102
Isopropyl myristate,42470252.23,29899852.8,29339503.3,35097804.18,20757022.56,18761940.43,29028366.39,12219343.31,26269235.95,24751693.5,17318636.66,14509819.68,11168822.43,59939137.07,13361551.14,22067386.44,23026127.11,14933061.38,15247531.82,18076384.67,342442.0292,591027.8458,6033057.974,339144.4604,330240.3457,22261697.84,12632818.78,23512470.29,15552599.31,16894879.35,22586303.14,13799343.52,8210251.39,9633848.652,13532253.05,17211970.89,310907.2657,317756.2253,330383.9901,12700929.18,18209526.2,13102609.11,6243427.119,18567703.44,16043398.46,12468807.04,20917003,15672016.82,17446222.5,22051654.53,26036291.95,19517414.44,24283850.1,20185895.41,31416633.95,30090803.55,13450867.44
Kanosamine,3045155.234,4693299.939,3618458.532,3836872.618,2763473.245,83108806.62,3027090.387,71477473.31,64945581.41,3441652.21,3892664.292,11886735.96,93247935.99,2653575.063,9741173.1,2711593.903,63045477.5,52966366.41,68677000.64,72062671.31,50863387.22,51729726.08,2860544.227,52362584.36,51649781.17,66867640.69,52150111.82,51166504.29,3862445.602,3268279.003,2484349.167,2067420.539,59315874.26,107966751.4,45770934.51,6631182.549,45882793.99,45857809.66,45903493.39,45546008.12,44819596.76,88398331.31,44506339.83,3062766.941,3297725.701,61112643.96,42527223.45,9880650.729,7104961.591,41340459.02,2508431.215,3784900.686,39160872.76,21544321.9,38368126.53,4790976.167,1755474.649
L(-)-Carnitine,6713570.427,88207873.79,11780636.6,3268174.952,4155727.008,3708208.153,1845282.721,10256652.44,2487305.457,11520036.93,1082218.026,2736853.172,1808187.066,7625436.741,22710174.35,5006253.802,5248667.866,4409458.273,2045978.869,10133470.37,3202806.409,583175.0104,6590019.249,249676.3138,231519.4096,7711845.159,877805.1653,5479013.737,1204484.281,4221163.116,3735555.266,1503955.518,1592707.458,1113430.794,2915983.637,13282573.52,516860.5834,2148941.57,432840.0727,2361680.426,1274408.851,3984104.107,1164694.472,930721.4004,1378691.297,155184.5347,377340.3753,842174.9977,824316.044,2195002.975,554709.8792,707683.2916,2018377.743,686055.1985,7704592.365,895891.4499,2646660.622
L-Dopa,3620139.013,6239109.142,2999544.942,31991101.8,17946518.05,3500280.275,1797012.516,907415.5673,11164267.22,3130574.349,4689886.374,27706450.01,3481478.572,2751208.105,10655037.59,7037355.273,16093793.18,1561793.952,9387712.73,4279792.423,1717270.336,1987868.052,4334256.339,1764528.123,1782984.43,3427951.957,3965208.457,1339901.416,14778614.46,14945798.04,19557518.59,5303311.149,5233163.872,9023266.552,4695047.248,5977447.227,1552558.39,1591678.224,1528147.632,3570700.243,2614806.307,30517794.37,6009100.262,24060376.67,19025691.52,1090325.363,20671780.26,1305688.786,12016834.21,13704149.44,7151995.61,13810031.83,2088061.114,12818219.52,1818042.852,8524467.262,32616178.69
L-Ergothioneine,1472288.813,4678867.568,2447957.448,289675.5519,2162321.976,887544.328,524746.6209,99749.80447,2375381.175,1625318.56,196800.386,249710.5388,698502.3836,3973078.668,2726870.269,31004673.58,773267.0451,1981595.486,713748.4876,1589252.583,8061.427058,9659.957066,562398.8722,9232.185937,8774.673013,775397.5387,47261.82289,371780.3219,67065.14904,1068468.071,918695.8951,170509.9871,148232.1495,209467.4185,72904.83835,3219426.56,8117.948848,8522.090442,7442.147776,295922.2936,195295.0121,429767.9105,98890.68385,79224.35854,838776.1722,48781.36819,26327.51304,33721.34731,219630.7504,2018372.913,59983.51726,32565.7152,31070.92558,97896.2525,381683.0779,126646.0826,375802.3075
Linoleoyl ethanolamide,7292781.152,4768490.205,4430871.558,4736467.776,3309991.027,5934189.968,4734998.038,4887948.573,5152849.845,5381630.471,4294576.075,3649290.258,4319205.956,8655771.91,4988229.63,4973490.623,4629547.217,2697171.962,3322573.768,5030923.599,151566.0461,155112.0584,3760071.845,145488.2666,139063.1436,7831534.338,3473479.528,6122989.274,3006284.954,5304040.018,5631948.961,3678090.074,2467035.041,2813971.668,3519798.708,3382935.934,144893.9046,136024.5685,132620.8369,4221688.598,3336207.021,6243702.779,1520134.302,2901957.396,3752380.867,10382572.87,4033930.993,4917414.214,3330130.51,3146744.16,3668151.673,3324138.451,3452763.445,3043669.902,2924107.695,3361905.372,4707113.402
L-Phenylalanine,818869.4097,2835168.555,1518994.963,1406807.132,868716.4242,738156.2893,842617.5337,933243.0301,834011.6078,911088.3114,783454.2077,1170123.541,640493.9541,623111.7531,2183656.612,571570.4054,846398.1321,786750.2518,1294192.858,941607.6569,810019.9131,864670.6193,1062061.159,824930.6073,835909.3189,2031747.322,580624.9722,473958.0004,883764.6835,911155.6224,672618.0367,842373.4953,828259.5826,422561.6795,607291.993,862077.4492,833924.5791,850859.15,842948.2326,855629.0042,846960.1052,1082622.564,810280.6236,812199.393,772618.2297,17322361.03,950189.4571,776946.8665,812802.6679,851130.6948,755829.6332,769786.5458,747653.1816,748003.5835,4326047.118,733613.3005,905579.2306
"N,N-Diisopropylethylamine (DIPEA)",147516402.5,146539863.4,155721617.8,153559107.3,140654634.3,140370962.3,106361481.1,159919359.5,137493688.9,148497892.7,144554140.9,158104174.2,179473105.7,173851034.8,171403302.3,151869133.2,164768718.1,199840630.1,151534255.7,231528994.9,167471471.9,174440469.6,232032141.9,133675921.4,161734215.3,231616124.9,230363790.6,237142833.8,178452215.8,172011796.1,221679868.7,187537434.7,205419831.5,198241786.6,243457730.5,207693564.2,143215872.9,129366739.2,155584883.8,212881517.6,210934573,207259035.5,260069211.6,200230850.4,166470337,245827137.8,159992852.6,168134686.9,192727230.3,179438429.8,227412619.9,176074971.3,228202869.9,155571074.8,171543890.2,146440576.1,158268240.5
"N,N-dimethyl-9H-purin-6-amine",7245497.455,5903044.517,3813959.627,6456232.895,4962223.389,5287763.991,13356542.61,7775441.729,6317482.969,6054805.898,10397350.25,3252829.705,3660724.433,9448000.153,4965739.741,13098213.02,5301469.925,3663028.908,7291402.571,5517267.539,1320978.679,1504130.727,2260938.757,1444872.894,1411069.365,5716560.359,6754870.827,6614984.445,7770900.271,10426467.92,7532053.481,2360381.685,2881941.078,3174488.899,4039427.107,2809009.878,1229749.208,1212351.538,1173513.499,4883006.728,6854300.513,6396634.197,1650621.786,4651161.369,6525164.823,760525.0088,2995006.63,2099664.906,3545912.554,4780018.889,8926996.398,5214382.64,5313504.703,6316948.45,4533193.72,5502022.111,4197678.132
"N,N-Dimethyldecylamine N-oxide",22408455.77,20308196.55,16262677.45,22224615.71,13734003.05,12515046.29,25191690.83,9357215.169,20577465.24,15913788.88,15946025.26,12070489.29,7694422.61,26921676.48,11081203.28,13978346.24,17490120.53,13497365.16,12255912.12,17490376.61,191178.6669,1064441.661,2300742.882,155626.2459,124482.5427,20204298.43,9812986.775,15422848.77,15900298.77,19636206.08,14917367.37,9055869.578,5086666.59,5309137.22,14429026.57,20909693.93,133525.5652,118346.2878,133240.5192,11504790.57,16186877.21,14269536.88,3754165.767,18782680.64,14050540.79,14746907.05,17195013.52,9325481.358,17307770.22,11286558.02,16292512.31,26056554.74,31225858.34,21526588.19,10495701.21,31877148.35,13135129.82
"N,N-Dimethylsphingosine",6386164.682,34086760.08,8170036.717,7227109.141,33561333.32,5335064.465,6026656.377,5642768.084,4784475.225,5885836.428,4879634.626,3963536.109,3540602.411,5905030.323,5345807.096,5550785.661,4151769.412,6058459.145,4478498.413,5316766.319,171968.7339,383264.476,4872818.284,2150149.21,2186319.08,6170236.453,5433951.251,5577631.127,4017759.006,5957582.192,4541424.244,4931586.226,3639443.349,4142110.295,4252157.041,4516147.687,2304756.364,151342.2214,139679.7336,5935311.696,5365945.529,5345344.365,3525457.615,4325131.55,4377224.54,6102228.742,7146772.467,4981796.498,6060715.514,2699704.363,2565287.475,4674800.57,2556052.974,4031977.492,7472311.723,2463810.991,2821814.878
N2-(4-Methoxybenzylidene)-1H-benzo[d]imidazol-2-amine,30143.9511,2976957.986,383840.0405,344980.7616,190177.4583,134870.579,182585.8522,68179.96751,240030.347,186303.7051,640303.1279,733400.8622,586424.0609,65397.54506,1567236.156,28959.3067,248073.5665,29123.77742,511976.3277,148801.4917,26440.24246,28774.53856,35398.34713,29817.64888,27918.76493,629380.0782,54910.50982,28900.89508,111154.5451,956111.3624,1044593.667,189482.0479,270022.0413,66867.64185,416467.7847,1925417.599,134137.6187,26154.51373,26233.89829,162389.0242,220981.342,286168.836,113916.444,174046.5005,331772.4315,26838.51282,26936.23945,19560.84691,334935.2329,28422.04983,408264.8136,43273.48222,32436.89225,252564.0432,23653.09337,306219.3599,384533.508
"N4-[1-(4-nitrophenyl)-5-phenyl-1H-1,2,3-triazol-4-yl]morpholine-4-carboxamide",70376.33826,73581.84158,61231.67529,62794.04125,65711.56017,65027.55156,4547337.002,533096.3009,68486.12932,62342.60008,63532.64674,7081491.967,63672.24314,71269.80239,12371406.23,63048.50361,66527.15217,60336.94678,71478.55126,724372.0653,42977.80798,32864.8964,63537.6362,42195.78633,42349.41063,65900.50688,652297.1241,63607.61687,65101.01037,67949.32546,64644.40045,59836.60439,59416.12232,67452.03101,64782.92943,62942.0844,40684.66533,40356.84603,41423.88098,62760.57639,64188.45277,63967.49774,58567.74634,65775.35944,59390.71847,66202.48499,63594.42248,59166.99604,61090.42151,63099.28447,61238.98658,60881.91673,59598.2861,57385.51971,65499.07011,64633.12651,62479.94433
Nadolol,7637972.119,9285689.827,6141796.05,4522974.924,4713684.015,3840879.715,8721744.421,2511477.426,7213995.582,5969555.206,3745368.235,2807909.058,1934841.931,8012449.86,2660760.084,4511030.849,6903443.567,5403459.419,3533616.325,3923707.748,40166.10778,44607.05159,442683.172,38965.59292,40837.76719,8194631.058,2332828.471,4269273.444,3101090.793,5750195.686,4040845.55,2841609.167,1081484.986,1127845.829,3447847.901,5909026.301,38603.47807,36530.28042,39341.40835,2993225.33,5638284.823,4431835.775,961330.3602,5552132.926,4380042.807,4630689.402,7134899.516,4261266.446,5736223.548,3433619.887,3676778.517,5099119.433,8603548.994,4140778.362,4447536.898,7928103.515,5243223.389
N-Cyclohexyl-N-methylcyclohexanamine,3310497.673,3324879.091,5487935.526,2062721.088,587851.2393,917042.2266,595585.0946,1616537.34,724741.7571,954553.9715,650570.231,825192.5417,3210218.571,1427801.708,1383959.66,704512.8583,597383.3574,3473325.484,1645138.482,3072877.133,32616.78621,2656655.019,1959894.696,34546.49492,32714.79858,1532047.003,1788655.427,2116528.733,624011.2066,563655.4009,1971734.601,2905475.051,2189924.622,2746304.492,2318103.95,3525636.045,30272.63168,31776.113,30294.80781,3250828.934,2574855.501,3607647.429,3630029.498,2070445.611,893983.9098,1995922.187,2090886.587,2782787.85,1770734.735,2214105.856,1687706.96,2905570.314,2477567.903,2523465.947,2460396.628,2665772.258,2212279.048
N-cyclooctylurea,100001122.8,106262358.4,110560577.3,118874199.3,111839005.8,108502286.7,115839162.6,118021873.1,115789437.2,112996061.4,101857245.8,102644644.6,101006444.1,102368647.3,105244994.8,103976202.7,118840356.5,114814656.2,105631391.9,95857221.94,184846880.6,89610354.2,115068897.1,181924532.3,184957180.7,106340733.3,109715045.8,110231531.8,112702910.3,102573594.8,104725728.6,106781565,102379693.3,110955183,110119726.8,90891013.01,168215329.5,183330664.5,171066115.5,115536750.2,108427446.7,119108529.6,122366462.1,124794027.9,116644102.1,105752022.1,95113476.78,117365316.5,123794889.9,117845246.3,182094061.2,137502195,203258586.2,165447588.8,142769118.8,181395183.5,152942252.1
